cost,SR,data,y,operation_time
51.,0.675049891471863,"[-0.0676672272384, 0.2250780295581, 0.8685820456594]",0.35732489824295044,5.888938903808594e-05
55.,0.675049891471863,"[0.5057543162256, -0.8883191142231, 0.6065624235198]",0.5821666717529297,5.698204040527344e-05
57.,0.675049891471863,"[-0.8747545834631, 0.6454137209803, 0.3409848306328]",0.7272067070007324,4.7206878662109375e-05
59.,0.675049891471863,"[0.5892226919532, -0.1312338989228, 0.3735214127228]",0.6621972322463989,4.887580871582031e-05
62.,0.675049891471863,"[-0.7822530046105, 0.4054221939296, 0.5764540154487]",0.45072805881500244,4.57763671875e-05
68.,0.675049891471863,"[0.3453677501529, -0.7392564211041, 0.8381150877103]",0.3869451582431793,4.482269287109375e-05
69.,0.675049891471863,"[-0.0272971782833, 0.9821603540331, 0.1035738717765]",1.2111237049102783,4.506111145019531e-05
70.,0.675049891471863,"[0.0859012342989, 0.1595115158707, 0.1717182742432]",0.3901178240776062,0.00011372566223144531
78.,0.675049891471863,"[-0.2946076653898, -0.4317099992186, 0.9061411879957]",0.02442476712167263,4.601478576660156e-05
82.,0.593145480155945,"[0.8564581070095, 0.704877672717, 0.6362928235903]",1.6468545198440552,4.601478576660156e-05
84.,0.593145480155945,"[-0.5227986183017, -0.9458603989333, 0.4332496374846]",0.10065563768148422,5.030632019042969e-05
87.,0.593145480155945,"[0.4043490961194, 0.6247334051877, 0.4919679425657]",1.0424363613128662,6.461143493652344e-05
88.,0.23007415771484396,"[0.8548613834314, 0.9772280000421, 0.2202894476434]",2.0099258422851562,0.0001430511474609375
90.,0.21113609313964865,"[0.8866729468813, 0.9604334302831, 0.4504737391421]",2.0288639068603516,7.033348083496094e-05
91.,0.21113609313964865,"[0.8620536567983, 0.9358387640025, 0.1683517094392]",1.9594115018844604,0.00010514259338378906
95.,0.21113609313964865,"[0.8543781646158, 0.89281473289, 0.6405562192716]",1.8881367444992065,0.0001380443572998047
98.,0.21113609313964865,"[0.8589764977435, 0.8993697710377, 0.4780071763914]",1.9035264253616333,0.00012683868408203125
103.,0.21113609313964865,"[0.87684046299, 0.9650353958281, 0.7017556715411]",2.0220093727111816,0.00011897087097167969
104.,0.21113609313964865,"[0.8929074458342, 0.8998052327976, 0.2207945614338]",1.9508229494094849,9.417533874511719e-05
109.,0.21113609313964865,"[0.8891131383519, 0.8987840429926, 0.7489593559825]",1.944116234779358,8.082389831542969e-05
114.,0.19155596733093283,"[0.872377820595, 0.9871002563536, 0.7065629396579]",2.0484440326690674,0.0001571178436279297
119.,0.18945001602172873,"[0.8767295682719, 0.9844919380724, 0.7011945655489]",2.0505499839782715,0.00011920928955078125
124.,0.1867127323150637,"[0.87684046299, 0.9862317260919, 0.7039752094647]",2.0532872676849365,0.00010395050048828125
129.,0.1867127323150637,"[0.8744769612738, 0.9780271352677, 0.701996519294]",2.0378754138946533,0.00011110305786132812
134.,0.1867127323150637,"[0.8731706150749, 0.9685079351322, 0.7018942704691]",2.0220565795898438,7.796287536621094e-05
139.,0.1867127323150637,"[0.8754494157135, 0.9626287210697, 0.702172068768]",2.0165717601776123,8.821487426757812e-05
147.,0.1867127323150637,"[0.9046606142556, 0.4249185490414, 0.9279547752296]",1.4152730703353882,9.799003601074219e-05
148.,0.1867127323150637,"[-0.8428877566008, 0.5183846818133, 0.1729490327997]",0.578339695930481,9.083747863769531e-05
149.,0.1867127323150637,"[0.787775123769, -0.8343430186758, 0.288938513957]",0.8860749006271362,0.00010371208190917969
150.,0.18162964820861838,"[0.8788793406317, 0.9877610139831, 0.1559620603278]",2.058370351791382,0.0001468658447265625
151.,0.18162964820861838,"[0.8769226402705, 0.9870790623334, 0.0999354366949]",2.0546600818634033,0.00010395050048828125
152.,0.17689203262329123,"[0.8778624324415, 0.9918819102125, 0.1458029716345]",2.063107967376709,9.703636169433594e-05
153.,0.17689203262329123,"[0.87684046299, 0.9862317260919, 0.1397350784115]",2.0532872676849365,9.775161743164062e-05
154.,0.17689203262329123,"[0.8768110979806, 0.9887536563701, 0.1007922749006]",2.0569980144500732,9.417533874511719e-05
156.,0.1679470443725588,"[0.8780668743692, 0.9976773449776, 0.3790820225159]",2.0720529556274414,8.988380432128906e-05
158.,0.1679470443725588,"[0.8768477299788, 0.9918023075583, 0.4620633852322]",2.061591863632202,9.298324584960938e-05
160.,0.1679470443725588,"[0.6004105246627, -0.2111553408026, 0.317425261944]",0.6481671929359436,0.00010418891906738281
165.,0.1679470443725588,"[0.871868006215, 0.9862317260919, 0.7385522937808]",2.0464534759521484,0.00015211105346679688
174.,0.1679470443725588,"[-0.7233766048246, -0.5731247990677, 0.9619020815987]",0.028622180223464966,0.00016999244689941406
179.,0.1679470443725588,"[0.871885369101, 0.9852009677877, 0.7240560994079]",2.044945478439331,0.00012421607971191406
184.,0.1679470443725588,"[0.8723319772033, 0.9993391351519, 0.7565258405583]",2.0666563510894775,0.00010704994201660156
